id_corrida,id_piloto,id_equipe,id_status
301,57,32,5
301,88,29,22
301,128,36,8
301,104,18,81
301,131,17,81
302,95,3,1
302,77,1,1
302,102,1,11
302,84,22,11
302,57,32,11
302,105,29,11
302,30,22,12
302,123,27,12
302,110,25,12
302,88,29,13
302,125,37,13
302,104,18,13
302,131,17,13
302,81,18,13
302,109,35,68
302,91,37,6
302,100,27,5
302,79,33,20
302,119,3,4
302,94,35,29
302,122,6,5
302,129,25,6
302,92,33,5
302,127,17,10
302,55,6,20
302,65,32,3
303,119,3,1
303,77,1,1
303,84,22,1
303,110,25,11
303,55,6,11
303,104,18,11
303,131,17,11
303,88,29,11
303,109,35,11
303,94,35,11
303,79,33,11
303,78,6,11
303,125,37,12
303,81,18,12
303,105,29,12
303,95,3,5
303,57,32,5
303,92,33,4
303,100,27,5
303,136,37,8
303,127,17,20
303,65,32,6
303,30,22,6
303,129,25,20
303,123,27,6
303,102,1,5
304,77,1,1
304,30,22,1
304,84,22,1
304,55,6,11
304,123,27,11
304,131,17,11
304,57,32,11
304,88,29,12
304,104,18,12
304,81,18,12
304,78,6,12
304,136,37,13
304,65,32,14
304,109,35,6
304,125,37,6
304,92,33,69
304,119,3,5
304,79,33,24
304,110,25,5
304,95,3,4
304,102,1,4
304,127,17,20
304,100,27,5
304,105,29,5
304,94,35,3
304,129,25,3
305,102,1,1
305,117,6,1
305,137,22,1
305,131,25,1
305,138,25,11
305,88,33,12
305,78,40,13
305,99,39,14
305,94,18,5
305,92,17,5
305,84,34,18
305,55,6,6
305,57,32,5
305,119,3,6
305,90,22,4
305,105,29,5
305,122,41,6
305,123,27,5
305,77,1,48
305,95,3,6
305,127,41,6
305,87,34,20
305,139,35,6
305,81,18,6
305,109,35,6
305,103,33,5
305,133,29,81
305,140,39,81
305,100,27,81
305,141,32,81
305,110,17,97
305,142,42,97
305,129,36,97
305,128,40,97
306,102,1,1
306,119,3,1
306,77,1,1
306,117,6,1
306,137,22,1
306,55,6,1
306,90,22,11
306,81,18,12
306,57,32,13
306,123,27,13
306,139,35,13
306,84,34,14
306,92,17,69
306,95,3,6
306,100,27,5
306,94,18,20
306,87,34,5
306,103,33,21
306,109,35,10
306,110,17,5
306,131,25,6
306,122,41,7
306,138,25,20
306,127,41,68
306,99,39,22
306,88,33,48
306,133,29,81
306,140,39,81
306,105,29,81
306,141,32,81
306,129,36,97
306,128,40,97
306,78,40,97
306,142,42,97
307,102,1,1
307,77,1,1
307,109,35,11
307,94,18,12
307,57,32,13
307,141,32,13
307,123,27,13
307,87,34,13
307,128,40,60
307,100,27,14
307,84,34,14
307,127,41,5
307,90,22,5
307,131,25,7
307,110,17,6
307,92,17,22
307,122,41,20
307,103,26,5
307,119,3,10
307,138,25,7
307,81,18,6
307,55,6,20
307,88,26,20
307,137,22,20
307,95,3,4
307,117,6,20
307,99,39,81
307,120,39,81
307,133,29,81
307,105,29,81
307,139,35,97
307,129,36,97
307,78,40,97
307,142,42,97
308,102,1,1
308,95,3,1
308,55,6,1
308,90,22,11
308,117,6,11
308,139,35,11
308,123,27,12
308,92,17,12
308,103,26,12
308,100,27,12
308,109,35,13
308,94,18,16
308,57,32,44
308,81,18,6
308,127,41,37
308,131,25,5
308,119,3,20
308,87,34,20
308,105,29,5
308,138,25,20
308,88,26,5
308,110,17,37
308,122,41,23
308,99,39,6
308,77,1,20
308,137,22,22
308,141,32,81
308,120,39,81
308,133,29,81
308,84,34,81
308,78,40,97
308,128,40,97
308,142,42,97
308,129,36,97
309,137,22,1
309,131,25,1
309,119,3,1
309,110,17,1
309,92,17,1
309,95,3,10
309,94,18,11
309,100,27,11
309,139,35,11
309,138,25,12
309,127,41,5
309,109,35,5
309,140,29,37
309,122,41,5
309,55,6,5
309,103,26,6
309,117,6,6
309,123,27,5
309,102,1,91
309,57,32,20
309,84,34,5
309,81,18,20
309,90,22,22
309,77,1,98
309,88,26,95
309,105,29,37
309,120,39,81
309,99,39,81
309,87,34,81
309,65,32,81
309,129,36,97
309,78,40,97
309,128,40,97
309,142,42,97
310,119,3,1
310,95,3,1
310,102,1,1
310,110,17,11
310,90,22,11
310,103,26,11
310,81,18,11
310,123,27,12
310,57,32,12
310,65,32,12
310,131,25,12
310,138,25,13
310,87,34,5
310,92,17,20
310,88,26,6
310,137,22,67
310,55,6,8
310,109,35,5
310,105,29,5
310,84,34,36
310,122,41,5
310,117,6,91
310,127,41,5
310,129,36,5
310,77,1,5
310,94,18,20
310,100,27,81
310,99,39,81
310,140,29,81
310,120,39,81
310,78,40,97
310,128,40,97
310,142,42,97
310,139,35,97
311,95,3,1
311,117,6,1
311,102,1,1
311,55,6,1
311,119,3,11
311,110,17,11
311,127,41,12
311,137,22,12
311,94,18,12
311,65,32,12
311,100,27,12
311,123,27,13
311,90,22,68
311,131,25,6
311,129,36,44
311,103,26,7
311,109,35,27
311,87,34,20
311,88,26,7
311,105,29,6
311,84,34,6
311,138,25,20
311,81,18,4
311,122,41,20
311,77,1,5
311,92,17,20
311,57,32,81
311,120,39,81
311,99,39,81
311,140,29,81
311,139,35,97
311,78,40,97
311,128,40,97
311,142,42,97
312,95,3,1
312,77,1,1
312,117,6,1
312,102,1,60
312,137,22,11
312,92,17,11
312,131,25,11
312,138,25,11
312,94,18,11
312,139,35,12
312,81,18,12
312,57,32,12
312,109,35,13
312,65,32,51
312,87,34,5
312,110,17,20
312,55,6,4
312,88,26,4
312,123,27,5
312,84,34,37
312,105,29,7
312,127,41,83
312,90,22,6
312,103,26,7
312,122,41,20
312,119,3,4
312,100,27,81
312,140,29,81
312,120,39,81
312,99,39,81
312,129,36,97
312,78,40,97
312,128,40,97
312,142,42,97
313,95,3,1
313,119,3,1
313,55,6,1
313,77,1,1
313,110,17,1
313,92,17,1
313,102,1,60
313,90,22,11
313,123,27,11
313,139,35,11
313,84,34,12
313,87,34,12
313,131,25,14
313,117,6,20
313,122,41,5
313,109,35,5
313,137,22,5
313,138,25,6
313,100,27,5
313,127,41,6
313,57,32,5
313,88,26,5
313,81,18,24
313,94,18,24
313,103,26,7
313,78,40,20
313,105,29,81
313,143,32,81
313,99,39,81
313,128,40,81
313,129,36,97
313,133,29,97
313,120,39,97
313,142,42,97
314,102,1,1
314,95,3,1
314,119,3,1
314,77,1,1
314,55,6,1
314,122,41,11
314,110,17,11
314,90,22,11
314,92,17,11
314,100,27,12
314,127,41,12
314,131,25,12
314,81,18,12
314,57,32,13
314,138,25,13
314,78,40,13
314,123,27,5
314,94,18,5
314,87,34,27
314,84,34,68
314,109,35,5
314,137,22,6
314,103,26,5
314,88,26,5
314,139,35,5
314,117,6,5
314,129,36,81
314,105,29,81
314,128,40,81
314,143,32,81
314,99,39,97
314,133,29,97
314,120,39,97
314,142,42,97
315,102,1,1
315,77,1,1
315,137,22,1
315,90,22,1
315,119,3,1
315,87,34,1
315,65,32,1
315,139,35,11
315,84,34,11
315,129,36,11
315,123,27,11
315,94,18,6
315,110,17,5
315,131,25,44
315,109,35,51
315,55,6,5
315,81,18,6
315,57,32,5
315,100,27,5
315,95,3,10
315,103,26,6
315,122,41,5
315,138,25,20
315,117,6,95
315,127,41,5
315,30,17,8
315,88,26,81
315,78,40,81
315,133,29,81
315,128,40,81
315,105,29,97
315,99,39,97
315,142,42,97
315,120,39,97
316,95,3,1
316,102,1,1
316,117,6,1
316,77,1,1
316,30,22,1
316,137,22,1
316,110,17,1
316,122,41,1
316,81,18,11
316,139,35,11
316,100,27,11
316,87,34,11
316,84,34,11
316,57,32,14
316,127,41,14
316,78,40,15
316,129,36,5
316,109,35,25
316,131,25,5
316,55,6,5
316,119,3,6
316,138,25,37
316,103,26,5
316,94,18,20
316,90,17,20
316,123,27,20
316,105,29,81
316,143,32,81
316,128,40,81
316,88,26,81
316,120,39,97
316,99,39,97
316,133,29,97
316,142,42,97
317,119,3,1
317,102,1,1
317,55,6,1
317,94,18,1
317,137,22,1
317,30,22,1
317,127,41,11
317,110,17,11
317,81,18,11
317,90,17,11
317,100,27,11
317,84,34,12
317,138,25,13
317,57,32,13
317,105,29,13
317,123,27,13
317,122,41,20
317,131,25,5
317,95,3,2
317,88,26,7
317,117,6,5
317,77,1,5
317,139,35,5
317,109,35,6
317,87,34,22
317,65,32,5
317,103,26,81
317,99,39,81
317,78,40,81
317,128,40,81
317,120,39,97
317,129,36,97
317,133,29,97
317,142,42,97
318,95,3,1
318,117,6,1
318,119,3,1
318,55,6,1
318,102,1,1
318,30,22,1
318,127,41,11
318,109,35,11
318,70,17,11
318,84,34,12
318,137,22,12
318,99,36,12
318,94,18,12
318,81,18,4
318,139,35,13
318,131,25,13
318,138,25,13
318,87,34,5
318,100,27,10
318,77,1,10
318,105,29,5
318,110,17,10
318,57,32,20
318,122,41,4
318,103,26,4
318,123,27,4
318,88,26,81
318,78,40,81
318,143,32,81
318,128,40,81
318,133,29,97
318,120,39,97
318,129,39,97
319,77,1,1
319,102,1,1
319,119,3,1
319,117,6,1
319,84,34,11
319,131,25,11
319,137,22,11
319,127,41,11
319,123,27,11
319,133,29,12
319,99,36,13
319,100,27,91
319,94,18,10
319,30,22,5
319,65,32,5
319,138,25,20
319,88,26,5
319,81,18,36
319,95,3,20
319,70,17,6
319,57,32,5
319,110,17,3
319,109,35,3
319,139,35,3
319,91,41,3
319,55,6,5
319,105,29,81
319,78,40,81
319,128,40,81
319,103,26,81
319,87,34,97
319,144,42,97
320,102,1,1
320,95,3,1
320,77,1,1
320,137,22,1
320,119,3,1
320,81,6,1
320,139,35,1
320,110,17,1
320,70,17,1
320,131,25,1
320,65,32,1
320,109,35,1
320,105,29,1
320,127,41,11
320,133,29,11
320,90,18,11
320,87,34,11
320,100,27,11
320,57,32,12
320,91,41,12
320,94,18,20
320,30,22,20
320,55,6,3
320,78,40,20
320,123,27,3
320,138,25,20
320,88,33,81
320,84,34,81
320,128,40,81
320,92,33,81
320,99,36,97
320,144,42,97
321,102,1,1
321,55,25,1
321,123,3,1
321,137,22,1
321,131,34,1
321,138,25,11
321,94,18,11
321,103,33,11
321,119,3,11
321,105,21,12
321,145,22,12
321,146,21,12
321,90,44,15
321,127,41,16
321,147,18,68
321,88,33,23
321,95,6,8
321,77,1,8
321,148,34,3
321,129,45,4
321,110,35,5
321,117,6,44
321,122,41,10
321,118,32,6
321,78,27,37
321,151,32,6
321,112,27,2
321,140,46,81
321,81,35,81
321,109,46,81
321,99,39,97
321,114,39,97
321,149,44,97
321,150,47,97
321,92,42,97
322,117,6,1
322,77,1,1
322,102,1,1
322,95,6,1
322,123,3,11
322,137,22,11
322,55,25,11
322,138,25,11
322,94,18,12
322,145,22,29
322,78,27,13
322,112,27,13
322,119,3,51
322,81,35,17
322,133,21,8
322,151,32,20
322,131,34,20
322,147,18,5
322,114,39,22
322,118,32,10
322,88,33,22
322,105,21,22
322,148,34,7
322,103,33,6
322,129,45,4
322,110,35,4
322,140,46,81
322,109,46,81
322,122,41,81
322,127,41,81
322,99,39,97
322,90,44,97
322,92,42,97
322,149,44,97
322,150,47,97
323,119,3,1
323,77,1,1
323,145,22,1
323,117,6,1
323,137,22,1
323,55,25,11
323,118,32,11
323,151,32,11
323,112,27,11
323,78,27,12
323,147,18,12
323,109,46,12
323,103,33,8
323,129,45,36
323,95,6,5
323,148,46,5
323,131,34,23
323,110,35,36
323,127,41,10
323,123,3,5
323,88,33,8
323,102,1,36
323,139,35,20
323,122,41,4
323,138,25,4
323,90,44,37
323,94,18,3
323,133,21,81
323,105,21,81
323,101,34,81
323,92,42,97
323,149,44,97
323,152,47,97
323,99,39,97
323,114,39,97
324,102,1,1
324,55,25,1
324,77,1,1
324,123,3,11
324,133,21,12
324,103,33,12
324,148,46,4
324,118,32,20
324,95,6,84
324,147,18,6
324,109,46,6
324,112,27,6
324,119,3,99
324,110,35,5
324,138,25,20
324,117,6,84
324,145,22,6
324,101,34,7
324,122,41,23
324,78,27,24
324,88,33,38
324,94,18,10
324,151,32,6
324,131,34,7
324,139,35,5
324,137,22,2
324,105,21,81
324,129,45,81
324,127,41,81
324,90,44,81
324,99,39,97
324,114,39,97
324,149,44,97
324,92,42,97
324,152,47,97
325,102,1,1
325,137,22,1
325,95,6,1
325,77,1,1
325,117,6,1
325,118,32,12
325,131,34,12
325,133,21,12
325,103,33,13
325,122,41,13
325,138,25,13
325,88,33,14
325,129,45,15
325,151,32,5
325,148,46,5
325,110,35,6
325,109,46,5
325,119,3,23
325,112,27,5
325,55,25,20
325,145,22,20
325,123,3,4
325,78,27,4
325,139,35,4
325,105,21,4
325,94,18,20
325,90,44,81
325,127,41,81
325,147,18,81
325,101,34,81
325,99,39,97
325,114,39,97
325,92,42,97
325,149,44,97
325,152,47,97
326,117,6,1
326,95,6,1
326,77,1,1
326,145,22,1
326,123,3,1
326,137,22,1
326,55,25,1
326,151,32,1
326,119,3,1
326,118,32,11
326,131,34,11
326,94,18,11
326,110,35,11
326,147,18,12
326,148,46,12
326,78,27,12
326,105,21,13
326,112,27,13
326,129,45,14
326,102,1,27
326,109,46,5
326,103,33,23
326,88,33,4
326,138,25,4
326,101,34,10
326,139,35,5
326,90,44,2
326,122,41,81
326,127,41,81
326,133,21,81
326,114,39,97
326,99,39,97
326,92,42,97
326,149,44,97
326,152,47,97
327,117,6,1
327,122,41,1
327,102,1,1
327,137,22,1
327,77,1,1
327,119,3,1
327,88,33,11
327,103,33,11
327,112,27,11
327,105,21,11
327,118,32,11
327,151,32,11
327,131,34,12
327,78,27,12
327,101,34,13
327,145,22,10
327,114,39,15
327,95,6,5
327,110,35,2
327,138,25,6
327,127,41,5
327,94,18,10
327,55,25,24
327,133,21,22
327,123,3,5
327,139,35,23
327,147,18,81
327,99,39,81
327,148,46,81
327,109,46,81
327,129,45,97
327,90,44,97
327,149,44,97
327,92,42,97
327,152,47,97
328,117,6,1
328,123,3,1
328,102,1,1
328,103,33,1
328,137,22,1
328,88,33,11
328,133,21,11
328,55,25,11
328,131,34,12
328,78,27,12
328,139,35,12
328,147,18,12
328,112,27,13
328,77,1,37
328,95,6,6
328,122,41,95
328,151,32,5
328,118,32,5
328,99,39,5
328,105,21,5
328,119,3,83
328,138,25,10
328,145,22,4
328,110,35,69
328,94,18,91
328,127,41,48
328,129,45,81
328,101,34,81
328,109,46,81
328,148,46,81
328,90,44,97
328,114,39,97
328,149,44,97
328,92,42,97
328,152,47,97
329,102,1,1
329,145,22,1
329,77,1,1
329,117,6,1
329,119,3,1
329,123,3,1
329,122,41,11
329,118,32,11
329,133,21,11
329,78,27,12
329,55,25,7
329,109,46,62
329,103,33,48
329,88,33,8
329,138,25,5
329,137,22,5
329,94,18,5
329,148,46,20
329,95,6,41
329,127,41,5
329,101,34,5
329,105,21,5
329,151,32,8
329,131,34,8
329,139,35,4
329,112,27,2
329,129,45,81
329,147,18,81
329,114,39,81
329,110,35,81
329,99,39,97
329,90,44,97
329,92,42,97
329,149,44,97
329,152,47,97
330,123,3,1
330,102,1,1
330,137,22,1
330,119,3,1
330,118,32,1
330,103,33,1
330,151,32,11
330,127,41,11
330,133,21,11
330,139,35,11
330,78,27,11
330,105,21,12
330,99,39,13
330,112,27,13
330,147,18,13
330,77,1,4
330,95,6,4
330,145,22,4
330,122,41,6
330,88,33,5
330,117,6,6
330,55,25,4
330,131,34,5
330,94,18,4
330,110,35,5
330,138,25,23
330,114,39,81
330,101,34,81
330,109,46,81
330,148,46,81
330,129,45,97
330,92,42,97
330,90,44,97
330,149,44,97
330,152,47,97
331,102,1,1
331,117,6,1
331,77,1,1
331,145,22,1
331,137,22,1
331,127,41,1
331,122,41,11
331,55,25,11
331,103,33,11
331,133,21,11
331,118,32,11
331,151,32,11
331,105,21,11
331,78,27,12
331,94,18,12
331,129,45,12
331,131,34,5
331,101,34,10
331,110,35,5
331,123,3,7
331,95,6,64
331,119,3,6
331,139,35,47
331,138,25,5
331,88,33,3
331,147,18,3
331,112,27,81
331,99,39,81
331,114,39,81
331,92,42,81
331,90,44,97
331,149,44,97
331,152,47,97
332,102,1,1
332,117,6,1
332,77,1,1
332,95,6,1
332,119,3,1
332,138,25,11
332,137,22,11
332,145,22,11
332,133,21,12
332,110,35,12
332,78,27,12
332,105,21,20
332,112,27,13
332,114,39,62
332,122,41,5
332,88,33,10
332,129,45,67
332,127,41,5
332,131,34,5
332,123,3,22
332,118,32,8
332,139,35,20
332,151,32,5
332,103,33,8
332,94,18,22
332,55,25,20
332,99,39,81
332,147,18,81
332,101,34,81
332,92,42,81
332,90,44,97
332,149,44,97
332,152,47,97
333,95,6,1
333,102,1,1
333,117,6,1
333,77,1,1
333,137,22,1
333,145,22,1
333,119,3,11
333,55,25,11
333,105,21,11
333,78,27,12
333,94,18,12
333,127,41,12
333,133,21,3
333,88,33,3
333,139,35,13
333,112,27,3
333,101,34,6
333,122,41,5
333,123,3,5
333,103,33,6
333,131,34,6
333,151,32,91
333,118,32,37
333,114,39,86
333,110,35,20
333,138,25,54
333,129,45,81
333,147,18,81
333,99,39,81
333,92,42,81
333,90,44,97
333,149,44,97
333,152,47,97
334,117,6,1
334,95,6,1
334,145,22,1
334,123,3,1
334,119,3,1
334,88,33,1
334,78,27,11
334,127,41,11
334,114,39,11
334,105,21,12
334,118,32,6
334,122,41,68
334,77,1,4
334,102,1,21
334,137,22,84
334,110,35,5
334,129,45,67
334,94,18,20
334,112,27,20
334,103,33,6
334,138,25,20
334,99,39,5
334,131,34,4
334,55,25,20
334,139,35,37
334,151,32,73
334,101,34,81
334,147,18,81
334,146,21,81
334,92,42,81
334,90,44,97
334,149,44,97
334,152,47,97
335,137,22,1
335,90,22,1
335,88,33,1
335,119,3,1
335,123,3,1
335,138,25,1
335,78,27,11
335,94,18,11
335,133,21,11
335,112,27,11
335,118,32,6
335,65,32,5
335,105,21,5
335,95,6,7
335,139,35,91
335,103,33,5
335,81,18,20
335,122,41,80
335,110,35,20
335,127,41,5
335,101,34,8
335,77,1,20
335,102,1,4
335,117,6,4
335,131,34,4
335,55,25,54
335,129,45,81
335,99,39,81
335,114,39,81
335,92,42,81
336,137,22,1
336,95,6,1
336,117,6,1
336,77,1,1
336,123,3,1
336,119,3,11
336,90,22,11
336,55,25,11
336,94,18,12
336,78,27,12
336,112,27,13
336,131,34,14
336,129,45,17
336,139,35,5
336,102,1,20
336,99,39,5
336,65,32,8
336,138,25,20
336,122,41,37
336,118,32,6
336,127,41,23
336,110,35,10
336,103,33,6
336,81,18,6
336,101,34,20
336,88,33,7
336,105,21,81
336,114,39,81
336,133,21,81
336,92,42,81
1,18,23,1
1,22,23,1
1,15,7,1
1,10,7,1
1,4,4,1
1,3,3,1
1,67,5,1
1,7,5,1
1,16,10,1
1,2,2,1
1,21,10,1
1,17,9,11
1,20,9,4
1,9,2,4
1,8,6,24
1,13,6,22
1,12,4,20
1,6,3,3
1,5,1,4
1,1,1,2
2,18,23,1
2,2,2,1
2,10,7,1
2,15,7,1
2,22,23,1
2,17,9,1
2,1,1,1
2,3,3,1
2,13,6,1
2,7,5,1
2,4,4,11
2,6,3,11
2,12,4,11
2,8,6,11
2,20,9,20
2,67,5,20
2,16,10,11
2,21,10,20
2,9,2,5
2,5,1,20
3,20,9,1
3,17,9,1
3,18,23,1
3,22,23,1
3,5,1,1
3,1,1,1
3,10,7,1
3,67,5,1
3,4,4,1
3,8,6,1
3,7,5,1
3,2,2,1
3,9,2,1
3,21,10,11
3,3,3,11
3,12,4,12
3,16,10,20
3,6,3,31
3,13,6,40
3,15,7,4
4,18,23,1
4,20,9,1
4,15,7,1
4,1,1,1
4,22,23,1
4,8,6,1
4,10,7,1
4,4,4,1
4,3,3,1
4,12,4,1
4,17,9,1
4,5,1,1
4,7,5,1
4,13,6,11
4,21,10,11
4,16,10,11
4,67,5,11
4,9,2,11
4,2,2,11
4,6,3,51
5,18,23,1
5,22,23,1
5,17,9,1
5,20,9,1
5,4,4,1
5,13,6,1
5,2,2,1
5,3,3,1
5,1,1,11
5,10,7,11
5,9,2,11
5,12,4,11
5,6,3,11
5,21,10,11
5,8,6,9
5,5,1,6
5,15,7,4
5,67,5,4
5,7,5,4
5,16,10,4
6,18,23,1
6,22,23,1
6,8,6,1
6,13,6,1
6,17,9,1
6,3,3,1
6,4,4,1
6,7,5,1
6,21,10,1
6,10,7,11
6,2,2,11
6,1,1,11
6,15,7,11
6,16,10,11
6,6,3,3
6,5,1,3
6,9,2,23
6,20,9,3
6,12,4,4
6,67,5,4
7,18,23,1
7,17,9,1
7,20,9,1
7,15,7,1
7,3,3,1
7,13,6,1
7,9,2,1
7,10,7,1
7,8,6,1
7,4,4,1
7,2,2,1
7,6,3,1
7,1,1,1
7,5,1,11
7,67,5,11
7,12,4,11
7,16,10,11
7,7,5,11
7,22,23,6
7,21,10,23
8,20,9,1
8,17,9,1
8,22,23,1
8,13,6,1
8,3,3,1
8,18,23,1
8,15,7,1
8,8,6,1
8,10,7,1
8,21,10,1
8,6,3,1
8,12,4,11
8,9,2,11
8,4,4,11
8,2,2,11
8,1,1,11
8,16,10,11
8,67,5,11
8,7,5,4
8,5,1,4
9,17,9,1
9,20,9,1
9,13,6,1
9,3,3,1
9,18,23,1
9,22,23,1
9,4,4,1
9,5,1,1
9,10,7,1
9,2,2,1
9,21,10,1
9,6,3,1
9,12,4,1
9,9,2,1
9,16,10,1
9,67,5,1
9,15,7,1
9,1,1,11
9,8,6,5
9,7,5,9
10,1,1,1
10,8,6,1
10,17,9,1
10,3,3,1
10,5,1,1
10,10,7,1
10,18,23,1
10,15,7,1
10,6,3,1
10,22,23,1
10,2,2,1
10,12,4,1
10,9,2,1
10,21,10,11
10,153,5,11
10,67,5,11
10,20,9,22
10,4,4,36
10,16,10,25
10,13,6,54
11,22,23,1
11,1,1,1
11,8,6,1
11,5,1,1
11,3,3,1
11,4,4,1
11,18,23,1
11,9,2,1
11,17,9,1
11,16,10,1
11,2,2,1
11,21,10,1
11,15,7,1
11,10,7,1
11,154,4,1
11,153,5,11
11,69,6,11
11,6,3,13
11,67,5,23
11,20,9,5
12,8,6,1
12,21,10,1
12,20,9,1
12,9,2,1
12,2,2,1
12,5,1,1
12,22,23,1
12,3,3,1
12,17,9,1
12,10,7,1
12,16,10,1
12,67,5,1
12,6,3,1
12,69,6,1
12,4,4,31
12,15,7,23
12,18,23,4
12,154,4,4
12,1,1,4
12,153,5,4
13,22,23,1
13,18,23,1
13,8,6,1
13,16,10,1
13,4,4,1
13,5,1,1
13,2,2,1
13,20,9,1
13,21,6,1
13,6,3,1
13,10,7,1
13,1,1,3
13,67,5,11
13,15,7,11
13,154,4,11
13,3,3,12
13,24,10,7
13,153,5,31
13,9,2,44
13,17,9,4
14,1,1,1
14,10,7,1
14,4,4,1
14,20,9,1
14,18,23,1
14,22,23,1
14,5,1,1
14,9,2,1
14,6,3,1
14,8,6,1
14,3,3,1
14,15,7,1
14,21,6,1
14,24,10,1
14,153,5,23
14,67,5,6
14,17,9,23
14,16,10,4
14,2,2,4
14,154,4,23
15,20,9,1
15,15,7,1
15,1,1,1
15,8,6,1
15,3,3,1
15,2,2,1
15,22,23,1
15,18,23,1
15,9,2,1
15,4,4,1
15,5,1,1
15,21,6,1
15,16,10,1
15,24,10,1
15,6,3,1
15,154,4,11
15,17,9,12
15,153,5,3
15,67,5,8
15,10,7,73
16,17,9,1
16,9,2,1
16,1,1,1
16,20,9,1
16,18,23,1
16,8,6,1
16,67,5,1
16,22,23,1
16,5,1,1
16,155,7,1
16,21,6,1
16,24,10,1
16,154,4,11
16,153,5,11
16,6,3,3
16,3,3,6
16,2,2,60
16,16,10,3
16,15,7,3
16,4,4,3
356,95,6,1
356,117,1,1
356,127,37,1
356,65,22,1
356,118,21,1
356,145,22,1
356,156,25,11
356,138,32,11
356,129,27,11
356,105,25,12
356,102,1,12
356,112,33,13
356,110,35,14
356,157,48,15
356,119,3,91
356,158,21,4
356,146,49,4
356,84,34,86
356,122,37,22
356,137,32,69
356,78,45,2
356,131,34,86
356,123,3,5
356,94,18,83
356,77,6,4
356,159,18,4
356,114,33,81
356,163,27,81
356,148,44,81
356,90,42,81
356,133,35,97
356,160,45,97
356,161,48,97
356,162,42,97
356,164,39,97
356,88,49,97
356,140,46,97
356,92,46,97
357,102,1,1
357,117,1,1
357,145,22,11
357,123,3,11
357,118,21,11
357,156,25,11
357,133,35,11
357,99,39,11
357,158,21,12
357,110,35,12
357,65,22,12
357,78,45,20
357,84,34,69
357,138,32,62
357,159,18,20
357,127,37,7
357,137,32,5
357,95,6,6
357,119,3,5
357,131,34,20
357,94,18,6
357,129,27,2
357,77,6,3
357,122,37,20
357,112,33,10
357,114,33,10
357,105,25,81
357,163,27,81
357,157,48,81
357,90,42,81
357,92,46,97
357,148,44,97
357,160,45,97
357,140,46,97
357,164,39,97
357,162,42,97
357,88,49,97
357,146,49,97
357,161,48,97
358,102,1,1
358,117,1,1
358,131,34,11
358,133,35,12
358,105,25,12
358,84,34,12
358,158,21,12
358,145,22,13
358,156,25,13
358,123,3,13
358,122,37,14
358,163,27,14
358,110,35,14
358,65,22,14
358,119,3,14
358,159,18,25
358,99,39,10
358,90,42,6
358,112,33,5
358,127,37,5
358,137,32,4
358,95,6,6
358,162,42,6
358,129,27,6
358,94,18,8
358,118,21,10
358,157,48,81
358,114,33,81
358,138,32,81
358,160,45,97
358,140,46,97
358,78,45,97
358,146,49,97
358,92,46,97
358,148,44,97
358,161,48,97
358,88,49,97
358,164,39,97
359,102,1,1
359,119,3,1
359,105,25,1
359,145,22,1
359,117,1,1
359,99,39,11
359,158,21,11
359,129,27,11
359,84,34,11
359,131,34,11
359,137,32,11
359,157,48,12
359,133,35,12
359,163,27,13
359,65,22,13
359,94,18,5
359,95,6,6
359,118,21,10
359,138,32,20
359,112,33,62
359,110,35,22
359,77,6,6
359,140,46,7
359,123,3,10
359,156,25,37
359,122,37,7
359,159,18,81
359,127,37,81
359,114,33,81
359,90,42,81
359,92,46,97
359,148,44,97
359,78,45,97
359,161,48,97
359,146,49,97
359,88,49,97
359,160,45,97
359,164,39,97
359,162,42,97
360,117,1,1
360,119,3,1
360,158,21,1
360,157,48,11
360,65,22,11
360,123,3,11
360,99,39,5
360,110,35,15
360,156,25,69
360,77,6,91
360,133,35,4
360,137,32,20
360,140,46,22
360,159,18,5
360,102,1,10
360,84,34,23
360,131,34,23
360,95,6,91
360,94,18,5
360,138,32,37
360,122,37,7
360,127,37,23
360,105,25,6
360,145,22,68
360,118,21,4
360,112,33,20
360,129,27,81
360,90,42,81
360,163,27,81
360,114,33,81
360,160,45,97
360,162,42,97
360,148,44,97
360,78,45,97
360,164,39,97
360,161,48,97
360,88,49,97
360,146,49,97
360,92,46,97
361,123,3,1
361,119,3,1
361,110,35,1
361,137,32,1
361,163,27,11
361,133,35,12
361,102,1,5
361,157,48,13
361,90,42,24
361,118,21,5
361,156,25,20
361,78,45,10
361,122,37,20
361,112,33,20
361,140,46,2
361,159,18,20
361,127,37,10
361,77,6,6
361,99,39,20
361,158,21,20
361,117,1,22
361,95,6,2
361,131,34,3
361,94,18,3
361,145,22,2
361,105,25,10
361,138,32,81
361,114,33,81
361,65,22,81
361,129,27,81
361,84,34,97
361,92,46,97
361,148,44,97
361,160,45,97
361,146,49,97
361,164,39,97
361,161,48,97
361,88,49,97
361,162,42,97
362,117,1,1
362,95,6,1
362,119,3,1
362,55,25,1
362,140,46,11
362,129,27,11
362,158,21,11
362,137,32,12
362,139,22,12
362,156,25,12
362,103,33,13
362,151,21,13
362,92,46,5
362,127,37,62
362,131,34,5
362,123,3,6
362,138,32,5
362,122,37,5
362,145,22,22
362,94,18,5
362,112,33,5
362,99,39,5
362,77,6,8
362,133,35,8
362,163,27,6
362,102,1,24
362,110,35,81
362,159,18,81
362,157,48,81
362,90,42,81
362,78,45,97
